Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,New Zealand,NZL,..,..,..,97.18,..,..,100,..,..,..,96.53,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Nicaragua,NIC,..,..,..,7.99,..,..,21.51,..,..,..,18.14,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Niger,NER,..,..,..,5.5,..,..,13.78,..,..,..,..,10.61
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Nigeria,NGA,..,..,..,28.08,..,..,16.05,..,..,..,25.8,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,North Macedonia,MKD,..,..,..,48.03,..,..,59.26,..,..,..,73.02,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Norway,NOR,..,..,..,100,..,..,98.69,..,..,..,97.65,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Pakistan,PAK,..,..,..,10.03,..,..,15.92,..,..,..,15.31,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Panama,PAN,..,..,..,23.22,..,..,38.03,..,..,..,31.22,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Paraguay,PRY,..,..,..,..,..,..,44.36,..,..,..,43.61,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Peru,PER,..,..,..,12.04,..,..,31.09,..,..,..,40.93,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Philippines,PHL,..,..,..,18.07,..,..,18,..,..,..,32.77,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Poland,POL,..,..,..,50.67,..,..,65.5,..,..,..,71.31,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Portugal,PRT,..,..,..,80.32,..,..,87.57,..,..,..,89.89,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Puerto Rico,PRI,..,..,..,48.95,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Romania,ROU,..,..,..,34.55,..,..,31.86,..,..,..,37.49,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Russian Federation,RUS,..,..,..,35,..,..,56.37,..,..,..,82.29,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Rwanda,RWA,..,..,..,39.62,..,..,47,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Saudi Arabia,SAU,..,..,..,64.16,..,..,65.02,..,..,..,76.8,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Senegal,SEN,..,..,..,11.22,..,..,37.63,..,..,..,51.29,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Serbia,SRB,..,..,..,75.53,..,..,51.48,..,..,..,80.42,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Sierra Leone,SLE,..,..,..,16.25,..,..,12.73,..,..,..,20.72,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Singapore,SGP,..,..,..,94.58,..,..,93.19,..,..,..,92.44,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Slovak Republic,SVK,..,..,..,24.04,..,..,49.18,..,..,..,70.75,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Slovenia,SVN,..,..,..,90.55,..,..,94.42,..,..,..,96.81,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Somalia,SOM,..,..,..,33.11,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,South Africa,ZAF,..,..,..,60.66,..,..,64,..,..,..,76.02,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,South Sudan,SSD,..,..,..,..,..,..,6.77,..,..,..,4.46,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Spain,ESP,..,..,..,93.17,..,..,89.02,..,..,..,96.37,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Sri Lanka,LKA,..,..,..,74,..,..,62.43,..,..,..,76.93,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Sudan,SDN,..,..,..,7.05,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Sweden,SWE,..,..,..,100,..,..,96.85,..,..,..,100,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Switzerland,CHE,..,..,..,95.65,..,..,96.72,..,..,..,98.54,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Tajikistan,TJK,..,..,..,7.97,..,..,39.18,..,..,..,32.17,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Tanzania,TZA,..,..,..,32.63,..,..,41.02,..,..,..,46.7,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Thailand,THA,..,..,..,73.2,..,..,77,..,..,..,93.47,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Togo,TGO,..,..,..,12.85,..,..,38.36,..,..,..,42.28,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,79.13,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Tunisia,TUN,..,..,..,22.52,..,..,23.52,..,..,..,29.26,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Turkiye,TUR,..,..,..,47.51,..,..,57.44,..,..,..,61.54,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Turkmenistan,TKM,..,..,..,..,..,..,9.92,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Uganda,UGA,..,..,..,36.79,..,..,46.65,..,..,..,54.26,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Ukraine,UKR,..,..,..,20.98,..,..,30.6,..,..,..,44.94,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,United Arab Emirates,ARE,..,..,..,64.42,..,..,70.88,..,..,..,75.97,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,United Kingdom,GBR,..,..,..,100,..,..,90.22,..,..,..,98.33,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,United States,USA,..,..,..,59.86,..,..,64.57,..,..,..,57.72,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Uruguay,URY,..,..,..,32.86,..,..,51.47,..,..,..,65.36,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Uzbekistan,UZB,..,..,..,24.31,..,..,20.95,..,..,..,23.85,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,"Venezuela, RB",VEN,..,..,..,37.93,..,..,57.94,..,..,..,83,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Viet Nam,VNM,..,..,..,15.34,..,..,13.05,..,..,..,..,21.77
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,West Bank and Gaza,PSE,..,..,..,25.09,..,..,18.13,..,..,..,30.5,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,"Yemen, Rep.",YEM,..,..,..,3.79,..,..,..,..,..,..,..,6.98
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Zambia,ZMB,..,..,..,22.44,..,..,30.9,..,..,..,33.02,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Zimbabwe,ZWE,..,..,..,20.87,..,..,37.92,..,..,..,47.46,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Arab World,ARB,..,..,..,21.37,..,..,26.47,..,..,..,28.58,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,East Asia & Pacific,EAS,..,..,..,64.42,..,..,64.13,..,..,..,75.43,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,63.72,..,..,63.33,..,..,..,74.86,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Euro area,EMU,..,..,..,83.02,..,..,89.09,..,..,..,96.54,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Europe & Central Asia,ECS,..,..,..,56.56,..,..,67.9,..,..,..,78.09,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,35.07,..,..,45.54,..,..,..,57.83,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,High income,HIC,..,..,..,77.96,..,..,83.92,..,..,..,89.76,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Latin America & Caribbean,LCN,..,..,..,43.2,..,..,44.4,..,..,..,64.34,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,43.36,..,..,44.06,..,..,..,64.17,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Low & middle income,LMY,..,..,..,46.87,..,..,54.71,..,..,..,64.76,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Low income,LIC,..,..,..,14.27,..,..,25.51,..,..,..,29.23,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Lower middle income,LMC,..,..,..,32.76,..,..,49.42,..,..,..,57.28,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,30.89,..,..,..,38.83,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,30.07,..,..,..,38.18,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Middle income,MIC,..,..,..,49.68,..,..,57.15,..,..,..,66.22,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,North America,NAC,..,..,..,72.04,..,..,66.66,..,..,..,60.19,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,OECD members,OED,..,..,..,79.21,..,..,84.73,..,..,..,90.55,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,South Asia,SAS,..,..,..,36.34,..,..,62.6,..,..,..,65.36,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Sub-Saharan Africa,SSF,..,..,..,22.76,..,..,30.68,..,..,..,39.01,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,22.76,..,..,30.68,..,..,..,39.01,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,Upper middle income,UMC,..,..,..,66.36,..,..,65.92,..,..,..,79.19,..
"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,World,WLD,..,..,..,48.4,..,..,56.34,..,..,..,66.01,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 02/21/2024,,,,,,,,,,,,,,,
